Algorithm,Start X,Optimal X,Max f(x)
Stochastic Hill Climbing,6.495423030174007,4.745423030174013,15.444344506086193
Stochastic Hill Climbing,4.794714398393404,3.744714398393408,15.93482926161236
Stochastic Hill Climbing,5.732628402439085,4.732628402439088,15.463255623939549
Stochastic Hill Climbing,4.277733850086134,4.577733850086133,15.666223598464653
Stochastic Hill Climbing,3.306024438313557,2.8560244383135585,14.691319914264191
Stochastic Hill Climbing,3.7518856078826746,4.451885607882672,15.795799397388508
Stochastic Hill Climbing,3.192042810577501,4.592042810577496,15.649485310443499
Stochastic Hill Climbing,2.1869527286966717,5.086952728696661,14.818533765578882
Stochastic Hill Climbing,6.463662389376008,3.5636623893760184,15.809609489554955
Stochastic Hill Climbing,1.8435693521602454,3.343569352160241,15.569098804576674
Stochastic Hill Climbing,6.05895365212117,3.7089536521211786,15.9152920233864
Stochastic Hill Climbing,4.421475883993088,3.6214758839930905,15.856719493601188
Stochastic Hill Climbing,3.401854712672896,3.5518547126728954,15.799165801446508
Stochastic Hill Climbing,1.5723205694026756,4.622320569402667,15.612717108898341
Stochastic Hill Climbing,2.898985063599749,3.798985063599746,15.959592995344002
Stochastic Hill Climbing,0.09262666534120179,3.1926266653411988,15.348148298481927
Stochastic Hill Climbing,4.56955300371931,3.519553003719314,15.769170683764866
Stochastic Hill Climbing,0.015427865475917457,4.7654278654759095,15.414120182752994
Stochastic Hill Climbing,5.489198186630372,3.8891981866303773,15.987722958154004
Stochastic Hill Climbing,7.279471425569676,3.8794714255696885,15.985472862745796
Stochastic Hill Climbing,3.4732748342025754,4.273274834202573,15.925320864991557
